dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file,win_probability,days_left,decision,ev_fight,ev_diff,priority_score
DSP-07053,ORD-16799,item_not_received,2026-05-30,15,pending,0.6647,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02699,423.79,apparel,2026-05-15,True,2026-05-21,True,True,False,0.7227191,5,MANUAL_REVIEW,6.281116071939493,6.281116071939493,0.31303852348993205
DSP-12592,ORD-18354,not_as_described,2026-07-25,16,pending,0.452,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-02048,981.7,apparel,2026-07-09,False,,True,True,False,0.3817912,4,MANUAL_REVIEW,74.80442517697816,74.80442517697816,0.35550469798657486
DSP-05614,ORD-15947,not_as_described,2026-05-15,23,pending,0.6387,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-05971,309.21,electronics,2026-04-22,True,2026-04-26,True,True,False,0.69037145,0,MANUAL_REVIEW,-86.53024278223515,-86.53024278223515,0.4084245637583887
DSP-12762,ORD-14236,item_not_received,2026-07-27,17,pending,0.4161,True,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False,CUST-04731,580.8,electronics,2026-07-10,True,2026-07-13,True,True,True,0.3933761,3,MANUAL_REVIEW,-71.52715415954592,-71.52715415954592,0.3593610738255021
DSP-00557,ORD-07699,unauthorized_transaction,2026-03-24,16,pending,0.7389,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-01443,1287.41,electronics,2026-03-08,True,2026-03-17,True,True,False,0.6416817,4,FIGHT,526.1074002456666,526.1074002456666,0.36781516778523177
DSP-06831,ORD-17731,unauthorized_transaction,2026-05-28,11,pending,0.507,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-01525,100.0,apparel,2026-05-17,True,2026-05-18,True,False,False,0.46719646,9,CONCEDE,-253.28035354614258,-253.28035354614258,0.22000000000000003
DSP-06845,ORD-13888,item_not_received,2026-05-28,9,pending,0.6812,False,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-02248,422.33,digital_goods,2026-05-19,True,2026-05-27,True,True,False,0.5493424,11,MANUAL_REVIEW,-67.99622679471972,-67.99622679471972,0.19297973154362327
DSP-08534,ORD-14461,item_not_received,2026-06-14,10,pending,0.584,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00848,668.5,groceries,2026-06-04,True,2026-06-09,True,True,False,0.69693065,10,FIGHT,165.8981374502182,165.8981374502182,0.2228926174496629
DSP-00442,ORD-14010,item_not_received,2026-03-22,14,pending,0.7031,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-05402,625.72,groceries,2026-03-08,True,2026-03-14,True,True,False,0.68661064,6,MANUAL_REVIEW,129.62600909471513,129.62600909471513,0.3011699328859046
DSP-14130,ORD-14981,not_as_described,2026-08-10,22,pending,0.5676,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-03933,697.48,apparel,2026-07-19,True,2026-07-22,True,True,False,0.52016896,0,MANUAL_REVIEW,62.80744628667833,62.80744628667833,0.42405959731543463
DSP-07511,ORD-04157,duplicate_charge,2026-06-04,10,pending,0.3787,True,RULE_DUPLICATE_CHARGE,clean_concede,5,False,CUST-04506,1170.0,electronics,2026-05-25,True,2026-06-02,True,True,False,0.29095677,10,MANUAL_REVIEW,40.41941553354263,40.41941553354263,0.24308724832214476
DSP-14422,ORD-16805,unauthorized_transaction,2026-08-14,12,pending,0.6379,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-04405,273.17,electronics,2026-08-02,True,2026-08-03,True,True,False,0.66798496,8,MANUAL_REVIEW,-117.52654780387877,-117.52654780387877,0.24697328859060355
DSP-12222,ORD-13293,not_as_described,2026-07-22,20,pending,0.4711,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False,CUST-02382,1293.87,apparel,2026-07-02,True,2026-07-03,True,True,False,0.5246161,0,FIGHT,378.78506209015836,378.78506209015836,0.4480753020134196
DSP-12825,ORD-18106,not_as_described,2026-07-28,20,pending,0.6448,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-05725,2094.96,digital_goods,2026-07-08,True,2026-07-16,True,True,False,0.6751634,0,FIGHT,1114.440291852951,1114.440291852951,0.48033395973153825
DSP-04944,ORD-07383,not_as_described,2026-05-08,8,pending,0.5299,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-04077,1106.09,digital_goods,2026-04-30,True,2026-05-06,True,True,False,0.68246186,12,FIGHT,454.86423628926275,454.86423628926275,0.2005136912751651
DSP-01267,ORD-16227,not_as_described,2026-04-01,16,pending,0.6078,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00760,100.0,apparel,2026-03-16,True,2026-03-20,True,True,False,0.6154782,4,CONCEDE,-238.4521782398224,-238.4521782398224,0.32000000000000006
DSP-09926,ORD-14331,not_as_described,2026-06-29,17,pending,0.6208,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-02037,471.55,electronics,2026-06-12,True,2026-06-17,True,True,False,0.56378466,3,MANUAL_REVIEW,-34.14734409153459,-34.14734409153459,0.35496174496644195
DSP-12087,ORD-08783,duplicate_charge,2026-07-20,8,pending,0.5458,False,RULE_DUPLICATE_CHARGE,clean_fight,2,False,CUST-03078,1975.99,apparel,2026-07-12,True,2026-07-21,True,True,False,0.5797355,12,FIGHT,845.5515852284432,845.5515852284432,0.23554322147650503
DSP-05191,ORD-09597,unauthorized_transaction,2026-05-11,21,pending,0.1959,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-01838,100.0,apparel,2026-04-20,True,2026-04-29,False,True,False,0.2867481,0,CONCEDE,-271.32518887519836,-271.32518887519836,0.4
DSP-01274,ORD-00580,item_not_received,2026-04-01,13,pending,0.5701,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01721,143.08,groceries,2026-03-19,True,2026-03-27,True,False,False,0.46851283,7,CONCEDE,-232.96518383741378,-232.96518383741378,0.261734765100671
DSP-01765,ORD-19680,item_not_received,2026-04-06,17,pending,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,5,False,CUST-04435,470.39,electronics,2026-03-20,False,,True,True,False,0.056163102,3,CONCEDE,-273.581438267529,-273.581438267529,0.354915033557046
DSP-00603,ORD-14110,item_not_received,2026-03-25,12,pending,0.2216,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-05580,1351.97,digital_goods,2026-03-13,False,,True,True,True,0.18697004,8,MANUAL_REVIEW,-47.22211474791169,-47.22211474791169,0.29041489932885567
DSP-11485,ORD-13958,unauthorized_transaction,2026-07-14,21,pending,0.579,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-03021,625.61,apparel,2026-06-23,True,2026-06-24,True,True,False,0.561266,0,MANUAL_REVIEW,51.13362541258334,51.13362541258334,0.4211655033557033
DSP-04907,ORD-19472,not_as_described,2026-05-08,24,pending,0.5351,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-04095,4343.38,apparel,2026-04-14,True,2026-04-18,True,False,False,0.5208359,0,FIGHT,1962.1881291198729,1962.1881291198729,0.5708743624160959
DSP-08895,ORD-18800,not_as_described,2026-06-17,21,pending,0.579,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03437,282.66,electronics,2026-05-27,True,2026-06-02,True,True,False,0.6189961,0,MANUAL_REVIEW,-125.03456697106361,-125.03456697106361,0.40735543624161025
DSP-05274,ORD-15664,item_not_received,2026-05-12,4,pending,0.1989,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False,CUST-00995,634.8,digital_goods,2026-05-08,False,,True,False,False,0.29198918,16,MANUAL_REVIEW,-114.64527014493945,-114.64527014493945,0.10153557046979719
DSP-07555,ORD-13552,item_not_received,2026-06-04,7,pending,0.5219,True,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-02334,1338.93,home_goods,2026-05-28,True,2026-06-05,True,True,False,0.4603041,13,FIGHT,316.3149836656452,316.3149836656452,0.18988979865771477
DSP-10389,ORD-12379,unauthorized_transaction,2026-07-03,22,pending,0.154,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-00077,4227.94,apparel,2026-06-11,True,2026-06-19,False,True,False,0.30202213,0,FIGHT,976.9314413410425,976.9314413410425,0.5662257718120693
DSP-07500,ORD-19104,not_as_described,2026-06-04,13,pending,0.4444,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-04179,3044.06,home_goods,2026-05-22,True,2026-05-31,True,True,False,0.59805274,7,FIGHT,1520.5084240198134,1520.5084240198134,0.3785527516778444
DSP-13975,ORD-13706,item_not_received,2026-08-09,20,pending,0.6506,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-02313,2172.03,apparel,2026-07-20,True,2026-07-25,True,True,False,0.56131524,0,FIGHT,919.1935374265911,919.1935374265911,0.4834374496644239
DSP-12979,ORD-15345,duplicate_charge,2026-07-29,19,pending,0.1912,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False,CUST-04270,350.39,apparel,2026-07-10,True,2026-07-19,True,True,True,0.20267202,1,CONCEDE,-228.9857510520518,-228.9857510520518,0.3900828187919456
DSP-12668,ORD-05875,unauthorized_transaction,2026-07-26,14,pending,0.6789,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00788,308.76,home_goods,2026-07-12,True,2026-07-17,True,True,False,0.719502,6,MANUAL_REVIEW,-77.84657106399536,-77.84657106399536,0.28840644295301954
DSP-04294,ORD-16502,duplicate_charge,2026-05-02,22,pending,0.1754,True,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-03074,1207.08,apparel,2026-04-10,True,2026-04-15,False,True,True,0.14182222,0,MANUAL_REVIEW,-128.8092360162735,-128.8092360162735,0.4445804026845608
DSP-10324,ORD-00406,unauthorized_transaction,2026-07-03,2,pending,0.805,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-05471,1321.15,electronics,2026-07-01,True,2026-07-06,True,True,False,0.71543705,18,FIGHT,645.1996647298337,645.1996647298337,0.0891738255033524
DSP-10794,ORD-00545,duplicate_charge,2026-07-08,13,pending,0.5668,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False,CUST-02983,415.76,electronics,2026-06-25,True,2026-06-30,True,True,False,0.53759825,7,MANUAL_REVIEW,-76.48815062522888,-76.48815062522888,0.2727151677852341
DSP-10921,ORD-12212,item_not_received,2026-07-09,22,pending,0.6932,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-05395,1659.85,electronics,2026-06-17,True,2026-06-24,True,True,False,0.6636055,0,FIGHT,801.4856077462434,801.4856077462434,0.46281275167784813
DSP-07925,ORD-12603,unauthorized_transaction,2026-06-08,13,pending,0.8251,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03933,113.46,electronics,2026-05-26,True,2026-05-30,True,True,False,0.66098475,7,CONCEDE,-225.0046697473526,-225.0046697473526,0.26054201342281874
DSP-06446,ORD-08797,item_not_received,2026-05-24,23,pending,0.0297,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False,CUST-01523,976.9,digital_goods,2026-05-01,False,,True,True,False,0.09543709,0,CONCEDE,-206.76750959381462,-206.76750959381462,0.4353114093959708
DSP-08825,ORD-03111,duplicate_charge,2026-06-17,9,pending,0.576,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-03057,1319.82,home_goods,2026-06-08,True,2026-06-14,True,True,False,0.6534352,11,FIGHT,562.4168069279193,562.4168069279193,0.2291202684563725
DSP-11283,ORD-02107,item_not_received,2026-07-12,24,pending,0.5543,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00849,431.81,groceries,2026-06-18,True,2026-06-19,True,True,False,0.6832537,0,MANUAL_REVIEW,-4.964217427372944,-4.964217427372944,0.4133614765100662
DSP-05245,ORD-16679,unauthorized_transaction,2026-05-11,14,pending,0.1895,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False,CUST-03953,234.4,apparel,2026-04-27,True,2026-04-29,False,True,False,0.17266555,6,CONCEDE,-259.52719477415087,-259.52719477415087,0.28541208053691236
DSP-05173,ORD-01601,not_as_described,2026-05-10,4,pending,0.5476,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-04557,484.8,apparel,2026-05-06,True,2026-05-09,True,True,True,0.5241737,16,MANUAL_REVIEW,-45.88060140609741,-45.88060140609741,0.09549530201342177
DSP-03723,ORD-12195,not_as_described,2026-04-26,7,pending,0.4072,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-01514,1816.96,apparel,2026-04-19,False,,True,True,False,0.40284425,13,FIGHT,431.95188884735114,431.95188884735114,0.20913932885905573
DSP-12603,ORD-02570,item_not_received,2026-07-26,2,pending,0.0723,False,RULE_ITEM_NOT_RECEIVED,retry_needed,4,False,CUST-03382,913.4,electronics,2026-07-24,False,,True,True,False,0.08128057,18,CONCEDE,-225.75833032876255,-225.75833032876255,0.07275436241610517
DSP-03190,ORD-04990,item_not_received,2026-04-20,11,pending,0.5762,True,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-02315,633.08,electronics,2026-04-09,True,2026-04-10,True,True,False,0.56356555,9,MANUAL_REVIEW,56.78207980871201,56.78207980871201,0.2414663087248308
DSP-01714,ORD-19557,item_not_received,2026-04-05,24,pending,0.6849,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-01268,1979.99,apparel,2026-03-12,True,2026-03-18,True,True,False,0.65575284,0,FIGHT,998.3840610343218,998.3840610343218,0.47570429530200836
DSP-04277,ORD-12605,not_as_described,2026-05-02,13,pending,0.3584,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-02311,1134.29,digital_goods,2026-04-19,False,,True,False,False,0.4290077,7,FIGHT,186.6191542714834,186.6191542714834,0.30164926174496365
DSP-14521,ORD-09228,not_as_described,2026-08-15,23,pending,0.6096,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-02556,1713.63,apparel,2026-07-23,True,2026-08-01,True,True,False,0.6143039,0,FIGHT,752.6895696920158,752.6895696920158,0.4649783892617406
DSP-05465,ORD-18146,item_not_received,2026-05-14,18,pending,0.7498,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00597,1003.83,electronics,2026-04-26,True,2026-04-30,True,True,False,0.6981791,2,FIGHT,400.85315183758735,400.85315183758735,0.3963958389261721
DSP-08153,ORD-04230,unauthorized_transaction,2026-06-10,11,pending,0.4265,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-05167,303.89,groceries,2026-05-30,False,,True,False,False,0.3678199,9,CONCEDE,-188.2232089841366,-188.2232089841366,0.22821033557046927
DSP-08364,ORD-14877,duplicate_charge,2026-06-12,20,pending,0.4032,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-05324,3051.33,electronics,2026-05-23,True,2026-05-24,False,True,False,0.44629914,0,FIGHT,1061.8059416896103,1061.8059416896103,0.5188455033556967
DSP-03339,ORD-04081,item_not_received,2026-04-22,6,pending,0.7821,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-03383,1230.64,apparel,2026-04-16,True,2026-04-21,True,True,False,0.740578,14,FIGHT,611.3849047231674,611.3849047231674,0.1655291275167755
DSP-02047,ORD-01739,duplicate_charge,2026-04-09,16,pending,0.2114,False,RULE_DUPLICATE_CHARGE,clean_concede,0,False,CUST-03573,763.5,home_goods,2026-03-24,False,,True,False,True,0.19299857,4,CONCEDE,-152.6455893740058,-152.6455893740058,0.3467181208053674
DSP-00044,ORD-04942,item_not_received,2026-03-11,4,pending,0.6641,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-05329,1019.2,home_goods,2026-03-07,True,2026-03-12,True,True,False,0.6822184,16,FIGHT,395.3169655799866,395.3169655799866,0.11701476510066865
DSP-01519,ORD-07956,duplicate_charge,2026-04-04,7,pending,0.5128,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False,CUST-01914,532.48,apparel,2026-03-28,True,2026-04-06,True,True,False,0.46722656,13,MANUAL_REVIEW,-51.21119873046874,-51.21119873046874,0.15741530201342163
DSP-12963,ORD-09308,item_not_received,2026-07-29,17,pending,0.633,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-03546,100.0,apparel,2026-07-12,True,2026-07-17,True,True,False,0.65024954,3,CONCEDE,-234.97504591941833,-234.97504591941833,0.34
DSP-10069,ORD-12418,unauthorized_transaction,2026-06-30,21,pending,0.6525,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-00738,266.97,electronics,2026-06-09,True,2026-06-17,True,False,False,0.49703,0,CONCEDE,-167.3079035809636,-167.3079035809636,0.4067236241610734
DSP-05006,ORD-12478,unauthorized_transaction,2026-05-09,22,pending,0.6368,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-01396,275.61,home_goods,2026-04-17,True,2026-04-26,True,True,False,0.5928954,0,MANUAL_REVIEW,-136.59210194706915,-136.59210194706915,0.40707154362416065
DSP-06393,ORD-18050,duplicate_charge,2026-05-23,11,pending,0.4251,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-02771,1253.31,electronics,2026-05-12,True,2026-05-13,True,True,False,0.38428372,9,FIGHT,181.62663092672824,181.62663092672824,0.2664420134228157
DSP-09699,ORD-15013,item_not_received,2026-06-26,19,pending,0.6172,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-05606,964.11,electronics,2026-06-07,True,2026-06-14,True,True,False,0.7078044,1,FIGHT,382.40128258287905,382.40128258287905,0.4147963758389238
DSP-06976,ORD-16843,unauthorized_transaction,2026-05-29,23,pending,0.1961,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-04398,601.32,electronics,2026-05-06,True,2026-05-12,False,True,False,0.2757366,0,MANUAL_REVIEW,-134.19406759142873,-134.19406759142873,0.4201873825503342
DSP-07063,ORD-14368,item_not_received,2026-05-30,6,pending,0.7813,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-01135,566.99,home_goods,2026-05-24,True,2026-06-02,True,True,False,0.73399967,14,MANUAL_REVIEW,116.17047263920307,116.17047263920307,0.1388049664429518
DSP-06915,ORD-19066,not_as_described,2026-05-29,10,pending,0.3656,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-03410,818.32,apparel,2026-05-19,False,,True,True,False,0.33421463,10,MANUAL_REVIEW,-26.505485825538642,-26.505485825538642,0.22892563758389067
DSP-14257,ORD-04358,unauthorized_transaction,2026-08-12,17,pending,0.6037,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-04648,2879.97,electronics,2026-07-26,False,,True,True,False,0.3566151,3,FIGHT,727.040778979361,727.040778979361,0.4519451006711334
DSP-14954,ORD-06293,not_as_described,2026-08-26,24,pending,0.1113,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False,CUST-05174,227.78,home_goods,2026-08-02,False,,False,True,False,0.12177661,0,CONCEDE,-272.2617236346006,-272.2617236346006,0.4051455033557044
DSP-04055,ORD-02677,duplicate_charge,2026-04-29,19,pending,0.5888,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-05329,622.14,groceries,2026-04-10,True,2026-04-11,True,True,False,0.6781892,1,MANUAL_REVIEW,121.92864011406897,121.92864011406897,0.4010257718120791
DSP-03899,ORD-16758,unauthorized_transaction,2026-04-28,24,pending,0.4317,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-04287,388.94,digital_goods,2026-04-04,False,,True,True,False,0.26512143,0,CONCEDE,-196.88367095410825,-196.88367095410825,0.4116351677852341
DSP-11634,ORD-13645,not_as_described,2026-07-16,14,pending,0.0232,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-05816,346.83,groceries,2026-07-02,False,,False,True,False,0.07594184,6,CONCEDE,-273.6610922140628,-273.6610922140628,0.2899394630872476
DSP-07384,ORD-04017,item_not_received,2026-06-02,17,pending,0.6099,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04682,792.69,electronics,2026-05-16,True,2026-05-17,True,True,False,0.6057889,3,FIGHT,180.2027924770117,180.2027924770117,0.367893557046978
DSP-08601,ORD-04089,duplicate_charge,2026-06-14,24,pending,0.6799,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-01093,976.94,electronics,2026-05-21,True,2026-05-25,True,True,False,0.65421754,0,FIGHT,339.1312847173215,339.1312847173215,0.43531302013422585
DSP-04663,ORD-19099,item_not_received,2026-05-05,24,pending,0.6281,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03174,1854.38,electronics,2026-04-11,True,2026-04-17,True,True,True,0.49832827,0,FIGHT,624.0899745929241,624.0899745929241,0.4706461744966396
DSP-00425,ORD-18581,not_as_described,2026-03-21,4,pending,0.0333,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False,CUST-00426,102.33,home_goods,2026-03-17,False,,False,True,False,0.15821803,16,CONCEDE,-283.809549382925,-283.809549382925,0.08009382550335568
DSP-12176,ORD-06760,item_not_received,2026-07-21,6,pending,0.5516,False,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False,CUST-04469,606.72,digital_goods,2026-07-15,True,2026-07-16,True,False,False,0.48134467,14,MANUAL_REVIEW,-7.9585617828369095,-7.9585617828369095,0.14040483221476374
DSP-03027,ORD-07575,unauthorized_transaction,2026-04-19,24,pending,0.7119,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-02550,552.0,apparel,2026-03-26,True,2026-04-04,True,True,True,0.42936394,0,MANUAL_REVIEW,-62.99110722541809,-62.99110722541809,0.418201342281878
DSP-03259,ORD-03764,unauthorized_transaction,2026-04-21,20,pending,0.5535,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-05315,591.14,digital_goods,2026-04-01,True,2026-04-07,True,False,False,0.58119345,0,MANUAL_REVIEW,43.56669432640075,43.56669432640075,0.4197774496644282
DSP-09541,ORD-06600,item_not_received,2026-06-25,23,pending,0.5799,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03584,407.84,electronics,2026-06-02,True,2026-06-11,True,False,False,0.45577312,0,MANUAL_REVIEW,-114.11749271392824,-114.11749271392824,0.41239624161073746
DSP-09781,ORD-08213,not_as_described,2026-06-27,8,pending,0.6147,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-00117,490.02,groceries,2026-06-19,True,2026-06-26,True,True,False,0.5780354,12,MANUAL_REVIEW,-16.751086324453354,-16.751086324453354,0.17570550335570367
DSP-14472,ORD-06056,unauthorized_transaction,2026-08-15,15,pending,0.5659,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-02851,226.15,digital_goods,2026-07-31,True,2026-08-02,True,True,False,0.6302671,5,CONCEDE,-157.46509903371333,-157.46509903371333,0.3050798657718118
DSP-00907,ORD-06236,item_not_received,2026-03-28,6,pending,0.5963,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04092,588.37,digital_goods,2026-03-22,True,2026-03-26,True,True,False,0.6108291,14,MANUAL_REVIEW,59.393526341915106,59.393526341915106,0.13966590604026716
DSP-07978,ORD-07046,item_not_received,2026-06-08,6,pending,0.7682,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-05124,640.71,electronics,2026-06-02,True,2026-06-05,True,True,False,0.77391016,14,FIGHT,195.85198171019556,195.85198171019556,0.14177355704697842
DSP-14634,ORD-15053,not_as_described,2026-08-18,19,pending,0.4793,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-01172,147.3,apparel,2026-07-30,True,2026-08-08,True,True,True,0.45294634,1,CONCEDE,-233.2810048431158,-233.2810048431158,0.38190469798657706
DSP-06948,ORD-14637,unauthorized_transaction,2026-05-29,9,pending,0.744,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-03555,871.93,electronics,2026-05-20,True,2026-05-21,True,True,False,0.76093537,11,FIGHT,363.4823738104104,363.4823738104104,0.21108442953019924
DSP-10046,ORD-01315,duplicate_charge,2026-06-30,10,pending,0.3343,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-03958,624.99,electronics,2026-06-20,False,,True,True,False,0.32551354,10,MANUAL_REVIEW,-96.55729157388211,-96.55729157388211,0.22114053691275026
DSP-07066,ORD-03546,unauthorized_transaction,2026-05-30,21,pending,0.2149,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False,CUST-05783,1022.97,home_goods,2026-05-09,True,2026-05-17,False,True,False,0.24596578,0,MANUAL_REVIEW,-48.384387232661254,-48.384387232661254,0.43716657718120555
DSP-04601,ORD-10719,duplicate_charge,2026-05-05,21,pending,0.7348,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-01437,100.0,apparel,2026-04-14,True,2026-04-22,True,True,False,0.69863266,0,CONCEDE,-230.13673424720764,-230.13673424720764,0.4
DSP-11890,ORD-08741,unauthorized_transaction,2026-07-18,13,pending,0.6894,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-04190,288.41,apparel,2026-07-05,True,2026-07-10,True,True,False,0.65471745,7,MANUAL_REVIEW,-111.17294157981871,-111.17294157981871,0.2675869798657713
DSP-06341,ORD-02738,not_as_described,2026-05-23,17,pending,0.6933,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-02686,1374.29,home_goods,2026-05-06,True,2026-05-12,True,True,False,0.5495516,3,FIGHT,455.2432768547535,455.2432768547535,0.39131369127516435
DSP-12168,ORD-14960,item_not_received,2026-07-21,24,pending,0.5207,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-02201,1923.58,electronics,2026-06-27,True,2026-07-06,False,True,True,0.4465651,0,FIGHT,559.0036789190768,559.0036789190768,0.47343275167784743
DSP-02298,ORD-08860,item_not_received,2026-04-11,11,pending,0.2656,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-00433,665.51,apparel,2026-03-31,False,,True,True,False,0.3048088,9,MANUAL_REVIEW,-97.14669853866101,-97.14669853866101,0.24277221476509916
DSP-05116,ORD-05618,not_as_described,2026-05-10,22,pending,0.6381,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-05944,245.14,home_goods,2026-04-18,True,2026-04-19,True,True,False,0.60411686,0,CONCEDE,-151.90679366230967,-151.90679366230967,0.4058445637583889
DSP-11713,ORD-11767,unauthorized_transaction,2026-07-17,9,pending,0.727,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-02522,588.2,apparel,2026-07-08,True,2026-07-12,True,True,False,0.67759836,11,MANUAL_REVIEW,98.5633537054062,98.5633537054062,0.19965906040268325
DSP-05929,ORD-00456,item_not_received,2026-05-18,17,pending,0.6833,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-04526,564.65,digital_goods,2026-05-01,True,2026-05-06,True,True,False,0.7210096,3,MANUAL_REVIEW,107.11807746291157,107.11807746291157,0.3587107382550323
