dispute_id,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case
DSP-06434,0.215,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-06435,0.6979,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06436,0.4118,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06437,0.7461,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06438,0.4576,True,RULE_ITEM_NOT_RECEIVED,clean_concede,0,False
DSP-06439,0.579,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,5,False
DSP-06440,0.6579,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06441,0.5706,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06442,0.3735,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06443,0.274,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-06444,0.3139,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06445,0.4601,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06446,0.0297,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False
DSP-06447,0.5636,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06448,0.1196,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06449,0.5332,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06450,0.7498,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06451,0.536,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06452,0.3595,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06453,0.4729,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06454,0.6818,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06455,0.6354,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06456,0.578,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06457,0.4918,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06458,0.6792,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06459,0.5492,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06460,0.3687,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06461,0.1887,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06462,0.4878,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06463,0.4638,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06464,0.5051,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06465,0.6546,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06466,0.5627,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06467,0.706,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06468,0.1228,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06469,0.603,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06470,0.2439,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06471,0.2947,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,5,False
DSP-06472,0.5331,False,RULE_NOT_AS_DESCRIBED,clean_fight,4,False
DSP-06473,0.4244,True,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06474,0.3402,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06475,0.192,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06476,0.5076,False,RULE_ITEM_NOT_RECEIVED,clean_fight,4,False
DSP-06477,0.5398,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06478,0.312,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06479,0.2768,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06480,0.4888,False,RULE_ITEM_NOT_RECEIVED,clean_concede,6,False
DSP-06481,0.5782,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06482,0.5885,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06483,0.3141,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06484,0.6326,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06485,0.1941,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06486,0.6542,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06487,0.6574,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06488,0.235,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06489,0.4208,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06490,0.8257,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06491,0.7497,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06492,0.5184,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False
DSP-06493,0.5601,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06494,0.613,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06495,0.4339,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06496,0.2571,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06497,0.5446,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06498,0.4797,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,6,False
DSP-06499,0.4417,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06500,0.2425,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06501,0.4888,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06502,0.3923,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06503,0.6641,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False
DSP-06504,0.2303,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06505,0.7215,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06506,0.6033,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06507,0.2125,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06508,0.7532,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06509,0.8093,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06510,0.4166,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06511,0.5097,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06512,0.4874,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06513,0.6582,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06514,0.428,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06515,0.7269,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06516,0.4884,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06517,0.2161,True,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-06518,0.3982,True,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-06519,0.4897,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06520,0.0696,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06521,0.614,True,RULE_NOT_AS_DESCRIBED,clean_fight,3,False
DSP-06522,0.6681,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False
DSP-06523,0.6425,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06524,0.3699,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06525,0.6205,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06526,0.0443,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06527,0.6553,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06528,0.3617,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06529,0.5743,False,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06530,0.366,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06531,0.7268,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06532,0.5499,True,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False
DSP-06533,0.4629,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06534,0.5026,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06535,0.5355,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06536,0.7276,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06537,0.6644,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06538,0.3643,False,RULE_DUPLICATE_CHARGE,clean_concede,5,False
DSP-06539,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False
DSP-06540,0.6734,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06541,0.372,False,RULE_NOT_AS_DESCRIBED,clean_concede,7,False
DSP-06542,0.3727,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-06543,0.3284,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06544,0.646,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06545,0.8004,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06546,0.3889,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06547,0.54,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06548,0.6826,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06549,0.47,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-06550,0.3641,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06551,0.473,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-06552,0.3202,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-06553,0.5342,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06554,0.5056,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06555,0.622,False,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06556,0.5628,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06557,0.7315,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06558,0.3316,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-06559,0.3255,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06560,0.644,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06561,0.61,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06562,0.7168,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06563,0.3767,True,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-06564,0.5249,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06565,0.3636,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06566,0.4897,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06567,0.5787,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06568,0.7012,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06569,0.5027,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06570,0.3017,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06571,0.7354,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06572,0.5064,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-06573,0.4849,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-06574,0.3599,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06575,0.495,True,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-06576,0.7155,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06577,0.5135,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06578,0.1763,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False
DSP-06579,0.4109,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06580,0.534,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06581,0.3866,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06582,0.5999,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06583,0.1995,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06584,0.3027,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06585,0.4531,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06586,0.6181,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06587,0.4766,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06588,0.7185,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06589,0.3876,True,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06590,0.4841,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06591,0.7628,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06592,0.2551,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06593,0.7163,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06594,0.1336,True,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06595,0.1532,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False
DSP-06596,0.6767,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06597,0.5651,False,RULE_NOT_AS_DESCRIBED,clean_fight,3,False
DSP-06598,0.1049,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-06599,0.2337,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06600,0.4203,True,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False
DSP-06601,0.696,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06602,0.7298,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06603,0.0823,True,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06604,0.4989,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06605,0.6723,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06606,0.613,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06607,0.4157,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06608,0.3462,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06609,0.6652,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06610,0.656,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06611,0.7384,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06612,0.4672,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06613,0.6226,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06614,0.02,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,7,False
DSP-06615,0.5275,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06616,0.6925,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06617,0.6454,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06618,0.3331,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06619,0.4924,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06620,0.5952,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06621,0.6099,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06622,0.6395,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06623,0.2243,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06624,0.5735,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06625,0.3379,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06626,0.1748,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06627,0.0871,False,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False
DSP-06628,0.5683,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False
DSP-06629,0.5038,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06630,0.3231,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06631,0.302,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06632,0.6782,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06633,0.6596,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06634,0.182,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06635,0.6729,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06636,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06637,0.6814,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06638,0.746,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06639,0.4719,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06640,0.6,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06641,0.6225,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06642,0.2957,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06643,0.3203,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06644,0.5165,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06645,0.6428,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06646,0.6391,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06647,0.5764,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06648,0.4818,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-06649,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False
DSP-06650,0.6305,False,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06651,0.7564,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06652,0.5878,True,RULE_ITEM_NOT_RECEIVED,clean_fight,5,False
DSP-06653,0.6883,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06654,0.4417,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06655,0.4791,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06656,0.498,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,3,False
DSP-06657,0.5706,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06658,0.1926,True,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06659,0.7964,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06660,0.4581,True,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False
DSP-06661,0.6001,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06662,0.1739,True,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06663,0.6778,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06664,0.6852,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06665,0.7303,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06666,0.229,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06667,0.5193,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06668,0.3532,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06669,0.256,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06670,0.8065,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06671,0.4285,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False
DSP-06672,0.5684,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06673,0.5695,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06674,0.4282,False,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-06675,0.5508,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-06676,0.6388,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06677,0.4969,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06678,0.6157,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06679,0.5805,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06680,0.2385,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06681,0.7221,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06682,0.5402,False,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06683,0.5866,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06684,0.4243,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06685,0.5878,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06686,0.3604,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06687,0.637,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06688,0.7227,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06689,0.6341,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06690,0.7414,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06691,0.3121,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-06692,0.4015,False,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06693,0.5404,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-06694,0.3276,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06695,0.3838,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06696,0.0216,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06697,0.6108,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06698,0.7288,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06699,0.6094,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-06700,0.794,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False
DSP-06701,0.507,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06702,0.6572,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False
DSP-06703,0.4451,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06704,0.6159,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False
DSP-06705,0.3154,False,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-06706,0.6432,True,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06707,0.2407,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06708,0.6431,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06709,0.6475,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06710,0.3131,True,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False
DSP-06711,0.3861,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,2,False
DSP-06712,0.7352,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06713,0.6128,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06714,0.5778,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06715,0.644,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06716,0.5874,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06717,0.7085,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06718,0.7506,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06719,0.2603,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False
DSP-06720,0.5405,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06721,0.4947,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06722,0.4603,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False
DSP-06723,0.6136,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False
DSP-06724,0.3441,True,RULE_NOT_AS_DESCRIBED,clean_concede,3,False
DSP-06725,0.1791,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False
DSP-06726,0.7907,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False
DSP-06727,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False
DSP-06728,0.4187,True,RULE_NOT_AS_DESCRIBED,clean_concede,5,False
DSP-06729,0.6464,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False
DSP-06730,0.3186,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,4,False
DSP-06731,0.504,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False
DSP-06732,0.6042,False,RULE_DUPLICATE_CHARGE,clean_fight,1,False
DSP-06733,0.1695,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06734,0.4121,True,RULE_DUPLICATE_CHARGE,clean_concede,1,False
DSP-06735,0.4655,True,RULE_DUPLICATE_CHARGE,clean_concede,0,False
DSP-06736,0.573,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06737,0.4572,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False
DSP-06738,0.1397,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False
DSP-06739,0.5229,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False
DSP-06740,0.4977,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False
DSP-06741,0.3193,False,RULE_DUPLICATE_CHARGE,clean_concede,2,False
DSP-06742,0.6093,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06743,0.6416,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False
DSP-06744,0.5349,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False
DSP-06745,0.6736,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False
DSP-06746,0.4694,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False
DSP-06747,0.5625,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False
DSP-06748,0.2716,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False
DSP-06749,0.444,True,RULE_ITEM_NOT_RECEIVED,clean_concede,0,False
