dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status
DSP-06508,ORD-08684,unauthorized_transaction,2026-05-24,2,pending
DSP-06509,ORD-15755,item_not_received,2026-05-24,1,pending
DSP-06510,ORD-16873,duplicate_charge,2026-05-24,10,pending
DSP-06511,ORD-15429,not_as_described,2026-05-24,23,pending
DSP-06512,ORD-13097,unauthorized_transaction,2026-05-24,6,pending
DSP-06513,ORD-04033,unauthorized_transaction,2026-05-24,20,pending
DSP-06514,ORD-10983,not_as_described,2026-05-24,1,pending
DSP-06515,ORD-15040,unauthorized_transaction,2026-05-24,3,pending
DSP-06516,ORD-04675,not_as_described,2026-05-24,17,pending
DSP-06517,ORD-10952,duplicate_charge,2026-05-24,19,pending
DSP-06518,ORD-10473,duplicate_charge,2026-05-24,11,pending
DSP-06519,ORD-10785,not_as_described,2026-05-24,3,pending
DSP-06520,ORD-09849,item_not_received,2026-05-24,19,pending
DSP-06521,ORD-03034,not_as_described,2026-05-24,14,pending
DSP-06522,ORD-04435,unauthorized_transaction,2026-05-24,1,pending
DSP-06523,ORD-17307,item_not_received,2026-05-24,16,pending
DSP-06524,ORD-06033,unauthorized_transaction,2026-05-24,8,pending
DSP-06525,ORD-09569,item_not_received,2026-05-24,6,pending
DSP-06526,ORD-07393,item_not_received,2026-05-24,21,pending
DSP-06527,ORD-11835,item_not_received,2026-05-24,19,pending
DSP-06528,ORD-12134,unauthorized_transaction,2026-05-25,9,pending
DSP-06529,ORD-16748,not_as_described,2026-05-25,7,pending
DSP-06530,ORD-12408,unauthorized_transaction,2026-05-25,3,pending
DSP-06531,ORD-15379,unauthorized_transaction,2026-05-25,1,pending
DSP-06532,ORD-07372,item_not_received,2026-05-25,13,pending
DSP-06533,ORD-16877,not_as_described,2026-05-25,19,pending
DSP-06534,ORD-15864,item_not_received,2026-05-25,14,pending
DSP-06535,ORD-07756,not_as_described,2026-05-25,12,pending
DSP-06536,ORD-12629,duplicate_charge,2026-05-25,2,pending
DSP-06537,ORD-06285,item_not_received,2026-05-25,19,pending
DSP-06538,ORD-09364,duplicate_charge,2026-05-25,22,pending
DSP-06539,ORD-11140,item_not_received,2026-05-25,7,pending
DSP-06540,ORD-02336,not_as_described,2026-05-25,15,pending
DSP-06541,ORD-07238,not_as_described,2026-05-25,3,pending
DSP-06542,ORD-07587,unauthorized_transaction,2026-05-25,8,pending
DSP-06543,ORD-14324,duplicate_charge,2026-05-25,14,pending
DSP-06544,ORD-18026,item_not_received,2026-05-25,18,pending
DSP-06545,ORD-11220,item_not_received,2026-05-25,2,pending
DSP-06546,ORD-09220,not_as_described,2026-05-25,7,pending
DSP-06547,ORD-12020,not_as_described,2026-05-25,10,pending
DSP-06548,ORD-05610,item_not_received,2026-05-25,6,pending
DSP-06549,ORD-14670,item_not_received,2026-05-25,15,pending
DSP-06550,ORD-14340,not_as_described,2026-05-25,14,pending
DSP-06551,ORD-03737,unauthorized_transaction,2026-05-25,7,pending
DSP-06552,ORD-01597,not_as_described,2026-05-25,18,pending
DSP-06553,ORD-01498,not_as_described,2026-05-25,9,pending
DSP-06554,ORD-10726,item_not_received,2026-05-25,5,pending
DSP-06555,ORD-07849,duplicate_charge,2026-05-25,16,pending
DSP-06556,ORD-00626,unauthorized_transaction,2026-05-25,21,pending
DSP-06557,ORD-18505,item_not_received,2026-05-25,14,pending
DSP-06558,ORD-10496,duplicate_charge,2026-05-25,24,pending
DSP-06559,ORD-07140,not_as_described,2026-05-25,14,pending
DSP-06560,ORD-17940,unauthorized_transaction,2026-05-25,2,pending
DSP-06561,ORD-03992,duplicate_charge,2026-05-25,7,pending
DSP-06562,ORD-19752,unauthorized_transaction,2026-05-25,22,pending
DSP-06563,ORD-11845,duplicate_charge,2026-05-25,21,pending
DSP-06564,ORD-00961,not_as_described,2026-05-25,14,pending
DSP-06565,ORD-03369,not_as_described,2026-05-25,16,pending
DSP-06566,ORD-06130,unauthorized_transaction,2026-05-25,11,pending
DSP-06567,ORD-13954,duplicate_charge,2026-05-25,14,pending
DSP-06568,ORD-00078,item_not_received,2026-05-25,21,pending
DSP-06569,ORD-14944,item_not_received,2026-05-25,22,pending
DSP-06570,ORD-07672,duplicate_charge,2026-05-25,9,pending
DSP-06571,ORD-07538,unauthorized_transaction,2026-05-25,24,pending
DSP-06572,ORD-18881,unauthorized_transaction,2026-05-25,6,pending
DSP-06573,ORD-01602,unauthorized_transaction,2026-05-25,23,pending
DSP-06574,ORD-10723,not_as_described,2026-05-25,12,pending
DSP-06575,ORD-10528,item_not_received,2026-05-25,24,pending
DSP-06576,ORD-10846,duplicate_charge,2026-05-25,6,pending
DSP-06577,ORD-17070,item_not_received,2026-05-25,7,pending
DSP-06578,ORD-13868,unauthorized_transaction,2026-05-25,24,pending
DSP-06579,ORD-10854,not_as_described,2026-05-25,23,pending
DSP-06580,ORD-03850,item_not_received,2026-05-25,8,pending
DSP-06581,ORD-17807,not_as_described,2026-05-25,13,pending
DSP-06582,ORD-19253,item_not_received,2026-05-25,24,pending
DSP-06583,ORD-16662,duplicate_charge,2026-05-25,13,pending
DSP-06584,ORD-14557,not_as_described,2026-05-25,24,pending
DSP-06585,ORD-02216,not_as_described,2026-05-25,12,pending
DSP-06586,ORD-00710,item_not_received,2026-05-25,7,pending
DSP-06587,ORD-01096,duplicate_charge,2026-05-25,6,pending
DSP-06588,ORD-04243,item_not_received,2026-05-25,3,pending
DSP-06589,ORD-08669,not_as_described,2026-05-25,7,pending
DSP-06590,ORD-02280,duplicate_charge,2026-05-25,21,pending
DSP-06591,ORD-13051,unauthorized_transaction,2026-05-25,9,pending
DSP-06592,ORD-17587,not_as_described,2026-05-25,16,pending
DSP-06593,ORD-05158,unauthorized_transaction,2026-05-25,10,pending
DSP-06594,ORD-12075,item_not_received,2026-05-25,17,pending
DSP-06595,ORD-01262,item_not_received,2026-05-25,4,pending
DSP-06596,ORD-03234,item_not_received,2026-05-25,16,pending
DSP-06597,ORD-07940,not_as_described,2026-05-25,4,pending
DSP-06598,ORD-18877,duplicate_charge,2026-05-25,14,pending
DSP-06599,ORD-14938,item_not_received,2026-05-25,3,pending
DSP-06600,ORD-07394,item_not_received,2026-05-25,1,pending
DSP-06601,ORD-02986,unauthorized_transaction,2026-05-25,11,pending
DSP-06602,ORD-06999,not_as_described,2026-05-25,9,pending
DSP-06603,ORD-10445,item_not_received,2026-05-25,18,pending
DSP-06604,ORD-17999,not_as_described,2026-05-25,24,pending
DSP-06605,ORD-10519,item_not_received,2026-05-25,14,pending
DSP-06606,ORD-11684,item_not_received,2026-05-25,20,pending
DSP-06607,ORD-02357,not_as_described,2026-05-25,24,pending
DSP-06608,ORD-10301,not_as_described,2026-05-25,19,pending
DSP-06609,ORD-08537,duplicate_charge,2026-05-25,6,pending
DSP-06610,ORD-01308,item_not_received,2026-05-25,12,pending
DSP-06611,ORD-07266,unauthorized_transaction,2026-05-25,24,pending
DSP-06612,ORD-04681,not_as_described,2026-05-25,8,pending
DSP-06613,ORD-04586,duplicate_charge,2026-05-26,16,pending
DSP-06614,ORD-19535,unauthorized_transaction,2026-05-26,16,pending
DSP-06615,ORD-04163,item_not_received,2026-05-26,8,pending
DSP-06616,ORD-15550,item_not_received,2026-05-26,2,pending
DSP-06617,ORD-09584,unauthorized_transaction,2026-05-26,11,pending
DSP-06618,ORD-04216,unauthorized_transaction,2026-05-26,20,pending
DSP-06619,ORD-05065,not_as_described,2026-05-26,4,pending
DSP-06620,ORD-01470,item_not_received,2026-05-26,8,pending
DSP-06621,ORD-19514,not_as_described,2026-05-26,21,pending
DSP-06622,ORD-03811,unauthorized_transaction,2026-05-26,9,pending
DSP-06623,ORD-09837,unauthorized_transaction,2026-05-26,5,pending
DSP-06624,ORD-09278,item_not_received,2026-05-26,19,pending
DSP-06625,ORD-01448,item_not_received,2026-05-26,24,pending
DSP-06626,ORD-01341,duplicate_charge,2026-05-26,22,pending
DSP-06627,ORD-00400,item_not_received,2026-05-26,18,pending
DSP-06628,ORD-06568,unauthorized_transaction,2026-05-26,21,pending
DSP-06629,ORD-08189,not_as_described,2026-05-26,6,pending
DSP-06630,ORD-19787,unauthorized_transaction,2026-05-26,23,pending
DSP-06631,ORD-03122,not_as_described,2026-05-26,10,pending
DSP-06632,ORD-17515,item_not_received,2026-05-26,2,pending
DSP-06633,ORD-05166,not_as_described,2026-05-26,24,pending
DSP-06634,ORD-00497,not_as_described,2026-05-26,15,pending
DSP-06635,ORD-06693,item_not_received,2026-05-26,8,pending
DSP-06636,ORD-08832,item_not_received,2026-05-26,15,pending
DSP-06637,ORD-12642,unauthorized_transaction,2026-05-26,7,pending
DSP-06638,ORD-09842,unauthorized_transaction,2026-05-26,17,pending
DSP-06639,ORD-11524,not_as_described,2026-05-26,15,pending
DSP-06640,ORD-07826,not_as_described,2026-05-26,9,pending
DSP-06641,ORD-03983,item_not_received,2026-05-26,9,pending
DSP-06642,ORD-15301,duplicate_charge,2026-05-26,9,pending
DSP-06643,ORD-03446,not_as_described,2026-05-26,23,pending
DSP-06644,ORD-05674,not_as_described,2026-05-26,1,pending
DSP-06645,ORD-13906,unauthorized_transaction,2026-05-26,19,pending
DSP-06646,ORD-01042,unauthorized_transaction,2026-05-26,15,pending
DSP-06647,ORD-03331,not_as_described,2026-05-26,22,pending
DSP-06648,ORD-00515,unauthorized_transaction,2026-05-26,12,pending
DSP-06649,ORD-11646,item_not_received,2026-05-26,15,pending
DSP-06650,ORD-16646,duplicate_charge,2026-05-26,4,pending
DSP-06651,ORD-08033,item_not_received,2026-05-26,22,pending
DSP-06652,ORD-17134,item_not_received,2026-05-26,12,pending
DSP-06653,ORD-16557,item_not_received,2026-05-26,15,pending
DSP-06654,ORD-00106,not_as_described,2026-05-26,12,pending
DSP-06655,ORD-11369,unauthorized_transaction,2026-05-26,19,pending
DSP-06656,ORD-06868,unauthorized_transaction,2026-05-26,11,pending
DSP-06657,ORD-01358,unauthorized_transaction,2026-05-26,10,pending
DSP-06658,ORD-02699,not_as_described,2026-05-26,7,pending
DSP-06659,ORD-06220,unauthorized_transaction,2026-05-26,16,pending
DSP-06660,ORD-19243,item_not_received,2026-05-26,19,pending
DSP-06661,ORD-17514,item_not_received,2026-05-26,24,pending
DSP-06662,ORD-07276,item_not_received,2026-05-26,20,pending
DSP-06663,ORD-07901,item_not_received,2026-05-26,23,pending
DSP-06664,ORD-07758,unauthorized_transaction,2026-05-26,9,pending
DSP-06665,ORD-11804,unauthorized_transaction,2026-05-26,17,pending
DSP-06666,ORD-14751,not_as_described,2026-05-26,22,pending
DSP-06667,ORD-13468,not_as_described,2026-05-26,16,pending
DSP-06668,ORD-09352,duplicate_charge,2026-05-26,8,pending
DSP-06669,ORD-00200,item_not_received,2026-05-26,16,pending
DSP-06670,ORD-17401,item_not_received,2026-05-26,3,pending
DSP-06671,ORD-11709,item_not_received,2026-05-26,7,pending
DSP-06672,ORD-16071,unauthorized_transaction,2026-05-26,4,pending
DSP-06673,ORD-17416,unauthorized_transaction,2026-05-26,19,pending
DSP-06674,ORD-07121,duplicate_charge,2026-05-26,5,pending
DSP-06675,ORD-10568,unauthorized_transaction,2026-05-26,17,pending
DSP-06676,ORD-01166,unauthorized_transaction,2026-05-26,4,pending
DSP-06677,ORD-07823,not_as_described,2026-05-26,2,pending
DSP-06678,ORD-09051,item_not_received,2026-05-26,16,pending
DSP-06679,ORD-19010,not_as_described,2026-05-26,19,pending
DSP-06680,ORD-14571,not_as_described,2026-05-26,13,pending
DSP-06681,ORD-14947,item_not_received,2026-05-26,1,pending
DSP-06682,ORD-06025,item_not_received,2026-05-26,14,pending
DSP-06683,ORD-19938,not_as_described,2026-05-26,20,pending
DSP-06684,ORD-04640,duplicate_charge,2026-05-26,9,pending
DSP-06685,ORD-04241,item_not_received,2026-05-26,13,pending
DSP-06686,ORD-10193,duplicate_charge,2026-05-26,17,pending
DSP-06687,ORD-04865,not_as_described,2026-05-26,8,pending
DSP-06688,ORD-12708,unauthorized_transaction,2026-05-26,21,pending
DSP-06689,ORD-12350,unauthorized_transaction,2026-05-26,9,pending
DSP-06690,ORD-14619,item_not_received,2026-05-26,6,pending
DSP-06691,ORD-03911,not_as_described,2026-05-26,13,pending
DSP-06692,ORD-12697,not_as_described,2026-05-26,17,pending
DSP-06693,ORD-16314,unauthorized_transaction,2026-05-26,8,pending
DSP-06694,ORD-06100,not_as_described,2026-05-26,7,pending
DSP-06695,ORD-08743,unauthorized_transaction,2026-05-26,16,pending
DSP-06696,ORD-17103,not_as_described,2026-05-26,1,pending
DSP-06697,ORD-11509,unauthorized_transaction,2026-05-26,18,pending
DSP-06698,ORD-02637,item_not_received,2026-05-26,1,pending
DSP-06699,ORD-02517,unauthorized_transaction,2026-05-26,21,pending
DSP-06700,ORD-03956,item_not_received,2026-05-26,1,pending
DSP-06701,ORD-08594,item_not_received,2026-05-26,14,pending
DSP-06702,ORD-01499,not_as_described,2026-05-26,18,pending
DSP-06703,ORD-11076,duplicate_charge,2026-05-26,8,pending
DSP-06704,ORD-16437,unauthorized_transaction,2026-05-26,12,pending
DSP-06705,ORD-07465,not_as_described,2026-05-26,21,pending
DSP-06706,ORD-15644,not_as_described,2026-05-26,4,pending
DSP-06707,ORD-02236,not_as_described,2026-05-26,16,pending
DSP-06708,ORD-19073,unauthorized_transaction,2026-05-26,11,pending
DSP-06709,ORD-14270,unauthorized_transaction,2026-05-26,1,pending
DSP-06710,ORD-00601,item_not_received,2026-05-26,3,pending
DSP-06711,ORD-17003,unauthorized_transaction,2026-05-27,13,pending
DSP-06712,ORD-07595,unauthorized_transaction,2026-05-27,15,pending
DSP-06713,ORD-12728,not_as_described,2026-05-27,18,pending
DSP-06714,ORD-13883,unauthorized_transaction,2026-05-27,14,pending
DSP-06715,ORD-02811,unauthorized_transaction,2026-05-27,8,pending
DSP-06716,ORD-00370,item_not_received,2026-05-27,23,pending
DSP-06717,ORD-16802,unauthorized_transaction,2026-05-27,18,pending
DSP-06718,ORD-02003,unauthorized_transaction,2026-05-27,2,pending
DSP-06719,ORD-00216,duplicate_charge,2026-05-27,18,pending
DSP-06720,ORD-05366,item_not_received,2026-05-27,13,pending
DSP-06721,ORD-17968,duplicate_charge,2026-05-27,22,pending
DSP-06722,ORD-10076,not_as_described,2026-05-27,8,pending
DSP-06723,ORD-01382,unauthorized_transaction,2026-05-27,14,pending
DSP-06724,ORD-16021,not_as_described,2026-05-27,20,pending
DSP-06725,ORD-06217,duplicate_charge,2026-05-27,20,pending
DSP-06726,ORD-19447,unauthorized_transaction,2026-05-27,3,pending
DSP-06727,ORD-18294,item_not_received,2026-05-27,4,pending
DSP-06728,ORD-06396,not_as_described,2026-05-27,14,pending
DSP-06729,ORD-12690,item_not_received,2026-05-27,21,pending
DSP-06730,ORD-09079,unauthorized_transaction,2026-05-27,16,pending
DSP-06731,ORD-08917,not_as_described,2026-05-27,22,pending
DSP-06732,ORD-08190,duplicate_charge,2026-05-27,8,pending
DSP-06733,ORD-01280,duplicate_charge,2026-05-27,5,pending
DSP-06734,ORD-00107,duplicate_charge,2026-05-27,1,pending
DSP-06735,ORD-12991,duplicate_charge,2026-05-27,20,pending
DSP-06736,ORD-12331,item_not_received,2026-05-27,13,pending
DSP-06737,ORD-02095,not_as_described,2026-05-27,7,pending
DSP-06738,ORD-06219,unauthorized_transaction,2026-05-27,10,pending
DSP-06739,ORD-05616,not_as_described,2026-05-27,21,pending
DSP-06740,ORD-05230,not_as_described,2026-05-27,18,pending
DSP-06741,ORD-11259,duplicate_charge,2026-05-27,18,pending
DSP-06742,ORD-14748,item_not_received,2026-05-27,17,pending
DSP-06743,ORD-13893,item_not_received,2026-05-27,22,pending
DSP-06744,ORD-07260,duplicate_charge,2026-05-27,20,pending
DSP-06745,ORD-10351,duplicate_charge,2026-05-27,6,pending
DSP-06746,ORD-17434,not_as_described,2026-05-27,9,pending
DSP-06747,ORD-13427,unauthorized_transaction,2026-05-27,21,pending
DSP-06748,ORD-16373,unauthorized_transaction,2026-05-27,17,pending
DSP-06749,ORD-00014,item_not_received,2026-05-27,7,pending
DSP-06750,ORD-17404,not_as_described,2026-05-27,17,pending
DSP-06751,ORD-17795,duplicate_charge,2026-05-27,12,pending
DSP-06752,ORD-11965,item_not_received,2026-05-27,12,pending
DSP-06753,ORD-01567,not_as_described,2026-05-27,22,pending
DSP-06754,ORD-18119,not_as_described,2026-05-27,17,pending
DSP-06755,ORD-06659,unauthorized_transaction,2026-05-27,24,pending
DSP-06756,ORD-16397,not_as_described,2026-05-27,4,pending
DSP-06757,ORD-07466,unauthorized_transaction,2026-05-27,11,pending
DSP-06758,ORD-17074,item_not_received,2026-05-27,10,pending
DSP-06759,ORD-19224,item_not_received,2026-05-27,7,pending
DSP-06760,ORD-17796,unauthorized_transaction,2026-05-27,3,pending
DSP-06761,ORD-02104,unauthorized_transaction,2026-05-27,19,pending
DSP-06762,ORD-03619,unauthorized_transaction,2026-05-27,16,pending
DSP-06763,ORD-19165,item_not_received,2026-05-27,1,pending
DSP-06764,ORD-00639,unauthorized_transaction,2026-05-27,3,pending
DSP-06765,ORD-02338,item_not_received,2026-05-27,5,pending
DSP-06766,ORD-06409,not_as_described,2026-05-27,15,pending
DSP-06767,ORD-12680,not_as_described,2026-05-27,16,pending
DSP-06768,ORD-11437,duplicate_charge,2026-05-27,11,pending
DSP-06769,ORD-08440,not_as_described,2026-05-27,12,pending
DSP-06770,ORD-19711,duplicate_charge,2026-05-27,14,pending
DSP-06771,ORD-14603,not_as_described,2026-05-27,12,pending
DSP-06772,ORD-10125,unauthorized_transaction,2026-05-27,23,pending
DSP-06773,ORD-13459,not_as_described,2026-05-27,3,pending
DSP-06774,ORD-15548,unauthorized_transaction,2026-05-27,16,pending
DSP-06775,ORD-12236,not_as_described,2026-05-27,1,pending
DSP-06776,ORD-04349,item_not_received,2026-05-27,10,pending
DSP-06777,ORD-19571,unauthorized_transaction,2026-05-27,24,pending
DSP-06778,ORD-06150,not_as_described,2026-05-27,12,pending
DSP-06779,ORD-12046,item_not_received,2026-05-27,21,pending
DSP-06780,ORD-00622,item_not_received,2026-05-27,12,pending
DSP-06781,ORD-17656,unauthorized_transaction,2026-05-27,12,pending
DSP-06782,ORD-12594,item_not_received,2026-05-27,9,pending
DSP-06783,ORD-14679,unauthorized_transaction,2026-05-27,19,pending
DSP-06784,ORD-08851,not_as_described,2026-05-27,6,pending
DSP-06785,ORD-15443,item_not_received,2026-05-27,16,pending
DSP-06786,ORD-05631,item_not_received,2026-05-27,13,pending
DSP-06787,ORD-19862,unauthorized_transaction,2026-05-27,9,pending
DSP-06788,ORD-19273,not_as_described,2026-05-27,10,pending
DSP-06789,ORD-11922,duplicate_charge,2026-05-27,2,pending
DSP-06790,ORD-00969,not_as_described,2026-05-27,24,pending
DSP-06791,ORD-03694,not_as_described,2026-05-27,18,pending
DSP-06792,ORD-11809,item_not_received,2026-05-27,9,pending
DSP-06793,ORD-00512,item_not_received,2026-05-27,5,pending
DSP-06794,ORD-03133,item_not_received,2026-05-27,23,pending
DSP-06795,ORD-06722,duplicate_charge,2026-05-27,24,pending
DSP-06796,ORD-05811,item_not_received,2026-05-27,11,pending
DSP-06797,ORD-00184,item_not_received,2026-05-27,3,pending
DSP-06798,ORD-06398,not_as_described,2026-05-27,21,pending
DSP-06799,ORD-05458,not_as_described,2026-05-27,1,pending
DSP-06800,ORD-13062,item_not_received,2026-05-27,1,pending
DSP-06801,ORD-09237,item_not_received,2026-05-27,8,pending
DSP-06802,ORD-14332,item_not_received,2026-05-27,17,pending
DSP-06803,ORD-17635,not_as_described,2026-05-27,4,pending
DSP-06804,ORD-11475,not_as_described,2026-05-27,8,pending
DSP-06805,ORD-05653,duplicate_charge,2026-05-27,10,pending
DSP-06806,ORD-05858,duplicate_charge,2026-05-27,16,pending
DSP-06807,ORD-14643,not_as_described,2026-05-28,22,pending
DSP-06808,ORD-06243,not_as_described,2026-05-28,19,pending
DSP-06809,ORD-15698,not_as_described,2026-05-28,2,pending
DSP-06810,ORD-06192,not_as_described,2026-05-28,8,pending
DSP-06811,ORD-15312,unauthorized_transaction,2026-05-28,12,pending
DSP-06812,ORD-10809,unauthorized_transaction,2026-05-28,21,pending
DSP-06813,ORD-14862,not_as_described,2026-05-28,14,pending
DSP-06814,ORD-11154,unauthorized_transaction,2026-05-28,21,pending
DSP-06815,ORD-05305,unauthorized_transaction,2026-05-28,10,pending
DSP-06816,ORD-09991,not_as_described,2026-05-28,20,pending
DSP-06817,ORD-03800,item_not_received,2026-05-28,23,pending
DSP-06818,ORD-18358,not_as_described,2026-05-28,3,pending
DSP-06819,ORD-12641,unauthorized_transaction,2026-05-28,6,pending
DSP-06820,ORD-17036,unauthorized_transaction,2026-05-28,8,pending
DSP-06821,ORD-10740,not_as_described,2026-05-28,20,pending
DSP-06822,ORD-19573,not_as_described,2026-05-28,17,pending
DSP-06823,ORD-12632,not_as_described,2026-05-28,14,pending
DSP-06824,ORD-09557,duplicate_charge,2026-05-28,20,pending
DSP-06825,ORD-06667,unauthorized_transaction,2026-05-28,18,pending
DSP-06826,ORD-16469,unauthorized_transaction,2026-05-28,6,pending
DSP-06827,ORD-09277,not_as_described,2026-05-28,2,pending
DSP-06828,ORD-16435,duplicate_charge,2026-05-28,1,pending
DSP-06829,ORD-13880,duplicate_charge,2026-05-28,6,pending
DSP-06830,ORD-04966,item_not_received,2026-05-28,22,pending
DSP-06831,ORD-17731,unauthorized_transaction,2026-05-28,11,pending
DSP-06832,ORD-01693,unauthorized_transaction,2026-05-28,7,pending
DSP-06833,ORD-01478,item_not_received,2026-05-28,3,pending
DSP-06834,ORD-09989,unauthorized_transaction,2026-05-28,3,pending
DSP-06835,ORD-01440,not_as_described,2026-05-28,14,pending
DSP-06836,ORD-03881,unauthorized_transaction,2026-05-28,18,pending
DSP-06837,ORD-16412,not_as_described,2026-05-28,17,pending
DSP-06838,ORD-11084,item_not_received,2026-05-28,16,pending
DSP-06839,ORD-10185,unauthorized_transaction,2026-05-28,2,pending
DSP-06840,ORD-01461,unauthorized_transaction,2026-05-28,22,pending
DSP-06841,ORD-00465,not_as_described,2026-05-28,15,pending
DSP-06842,ORD-14549,not_as_described,2026-05-28,10,pending
DSP-06843,ORD-11597,unauthorized_transaction,2026-05-28,23,pending
DSP-06844,ORD-09198,item_not_received,2026-05-28,15,pending
DSP-06845,ORD-13888,item_not_received,2026-05-28,9,pending
DSP-06846,ORD-05666,item_not_received,2026-05-28,20,pending
DSP-06847,ORD-14546,unauthorized_transaction,2026-05-28,1,pending
DSP-06848,ORD-10114,not_as_described,2026-05-28,13,pending
DSP-06849,ORD-04545,not_as_described,2026-05-28,4,pending
DSP-06850,ORD-00021,not_as_described,2026-05-28,14,pending
DSP-06851,ORD-07518,unauthorized_transaction,2026-05-28,1,pending
DSP-06852,ORD-16013,not_as_described,2026-05-28,3,pending
DSP-06853,ORD-16087,duplicate_charge,2026-05-28,13,pending
DSP-06854,ORD-03599,duplicate_charge,2026-05-28,1,pending
DSP-06855,ORD-16526,item_not_received,2026-05-28,24,pending
DSP-06856,ORD-02352,not_as_described,2026-05-28,22,pending
DSP-06857,ORD-01590,duplicate_charge,2026-05-28,9,pending
DSP-06858,ORD-18479,item_not_received,2026-05-28,17,pending
DSP-06859,ORD-19717,item_not_received,2026-05-28,13,pending
DSP-06860,ORD-11341,not_as_described,2026-05-28,6,pending
DSP-06861,ORD-03981,item_not_received,2026-05-28,4,pending
DSP-06862,ORD-03539,unauthorized_transaction,2026-05-28,19,pending
DSP-06863,ORD-12750,item_not_received,2026-05-28,20,pending
DSP-06864,ORD-01978,item_not_received,2026-05-28,2,pending
DSP-06865,ORD-11783,unauthorized_transaction,2026-05-28,1,pending
DSP-06866,ORD-11613,not_as_described,2026-05-28,9,pending
DSP-06867,ORD-17696,duplicate_charge,2026-05-28,7,pending
DSP-06868,ORD-02031,item_not_received,2026-05-28,2,pending
DSP-06869,ORD-15891,unauthorized_transaction,2026-05-28,24,pending
DSP-06870,ORD-09251,duplicate_charge,2026-05-28,23,pending
DSP-06871,ORD-11265,unauthorized_transaction,2026-05-28,6,pending
DSP-06872,ORD-19751,item_not_received,2026-05-28,17,pending
DSP-06873,ORD-02840,unauthorized_transaction,2026-05-28,6,pending
DSP-06874,ORD-18493,item_not_received,2026-05-28,20,pending
DSP-06875,ORD-09741,unauthorized_transaction,2026-05-28,21,pending
DSP-06876,ORD-16586,not_as_described,2026-05-28,21,pending
DSP-06877,ORD-17912,unauthorized_transaction,2026-05-28,9,pending
DSP-06878,ORD-04462,item_not_received,2026-05-28,16,pending
DSP-06879,ORD-02070,item_not_received,2026-05-28,9,pending
DSP-06880,ORD-00576,unauthorized_transaction,2026-05-28,21,pending
DSP-06881,ORD-01606,unauthorized_transaction,2026-05-28,3,pending
DSP-06882,ORD-02074,not_as_described,2026-05-28,4,pending
DSP-06883,ORD-10358,unauthorized_transaction,2026-05-28,1,pending
DSP-06884,ORD-14386,duplicate_charge,2026-05-28,20,pending
DSP-06885,ORD-01918,duplicate_charge,2026-05-28,3,pending
DSP-06886,ORD-03622,item_not_received,2026-05-28,20,pending
DSP-06887,ORD-13629,duplicate_charge,2026-05-28,10,pending
DSP-06888,ORD-08130,duplicate_charge,2026-05-28,6,pending
DSP-06889,ORD-06265,not_as_described,2026-05-28,13,pending
DSP-06890,ORD-02055,item_not_received,2026-05-28,10,pending
DSP-06891,ORD-07112,duplicate_charge,2026-05-28,2,pending
DSP-06892,ORD-07169,item_not_received,2026-05-28,8,pending
DSP-06893,ORD-07800,not_as_described,2026-05-28,10,pending
DSP-06894,ORD-16279,not_as_described,2026-05-28,21,pending
DSP-06895,ORD-08546,not_as_described,2026-05-28,7,pending
DSP-06896,ORD-11847,not_as_described,2026-05-28,3,pending
DSP-06897,ORD-05968,item_not_received,2026-05-28,21,pending
DSP-06898,ORD-05571,not_as_described,2026-05-28,17,pending
DSP-06899,ORD-13548,not_as_described,2026-05-28,5,pending
DSP-06900,ORD-16377,duplicate_charge,2026-05-28,17,pending
DSP-06901,ORD-07596,unauthorized_transaction,2026-05-28,21,pending
DSP-06902,ORD-15516,unauthorized_transaction,2026-05-28,6,pending
DSP-06903,ORD-16082,duplicate_charge,2026-05-28,20,pending
DSP-06904,ORD-11294,unauthorized_transaction,2026-05-28,1,pending
DSP-06905,ORD-17705,unauthorized_transaction,2026-05-28,4,pending
DSP-06906,ORD-05857,unauthorized_transaction,2026-05-28,9,pending
DSP-06907,ORD-08997,not_as_described,2026-05-28,16,pending
DSP-06908,ORD-15813,item_not_received,2026-05-29,11,pending
DSP-06909,ORD-19784,item_not_received,2026-05-29,5,pending
DSP-06910,ORD-03333,not_as_described,2026-05-29,8,pending
DSP-06911,ORD-09471,not_as_described,2026-05-29,14,pending
DSP-06912,ORD-19182,not_as_described,2026-05-29,7,pending
DSP-06913,ORD-04076,not_as_described,2026-05-29,21,pending
DSP-06914,ORD-07921,unauthorized_transaction,2026-05-29,8,pending
DSP-06915,ORD-19066,not_as_described,2026-05-29,10,pending
DSP-06916,ORD-09366,duplicate_charge,2026-05-29,2,pending
DSP-06917,ORD-05683,item_not_received,2026-05-29,10,pending
DSP-06918,ORD-15015,not_as_described,2026-05-29,3,pending
DSP-06919,ORD-05101,not_as_described,2026-05-29,22,pending
DSP-06920,ORD-18530,not_as_described,2026-05-29,21,pending
DSP-06921,ORD-16888,item_not_received,2026-05-29,24,pending
DSP-06922,ORD-04249,not_as_described,2026-05-29,12,pending
DSP-06923,ORD-10784,item_not_received,2026-05-29,14,pending
DSP-06924,ORD-12638,item_not_received,2026-05-29,6,pending
DSP-06925,ORD-08316,unauthorized_transaction,2026-05-29,4,pending
